"","city","city_ascii","lat","lng","pop","country"
"1","QalehyeNow","Qalehye",34.98300013,63.13329964,2997,"Afghanistan"
"2","Chaghcharan","Chaghcharan",34.5167011,65.25000063,15000,"Afghanistan"
"3","LashkarGah","LashkarGah",31.58299802,64.35999955,201546,"Afghanistan"
"4","Zaranj","Zaranj",31.11200108,61.88699752,49851,"Afghanistan"
"5","TarinKowt","TarinKowt",32.63329815,65.86669865,10000,"Afghanistan"
"6","ZarehSharan","ZarehSharan",32.85000016,68.41670453,13737,"Afghanistan"
"7","Asadabad","Asadabad",34.86600004,71.15000459,48400,"Afghanistan"
"8","Taloqan","Taloqan",36.72999904,69.54000364,64256,"Afghanistan"
"9","MahmudEEraqi","MahmudEEraqi",35.01669608,69.33330065,7407,"Afghanistan"
"10","MehtarLam","MehtarLam",34.65000001,70.16670052,17345,"Afghanistan"
"11","BarakiBarak","BarakiBarak",33.9667021,68.96670354,22305,"Afghanistan"
"12","Aybak","Aybak",36.26100015,68.04000051,24000,"Afghanistan"
"13","MaydaShahr","MaydaShahr",34.45000209,68.79999663,35008,"Afghanistan"
"14","Karokh","Karokh",34.48676963,62.59177608,14388.5,"Afghanistan"
"15","Sheberghan","Sheberghan",36.65798077,65.73830237,74441,"Afghanistan"
"16","PoleKhomri","PoleKhomri",35.95107302,68.70111894,41029,"Afghanistan"
"17","Balkh","Balkh",36.75011985,66.89973018,147426,"Afghanistan"
"18","Meymaneh","Meymaneh",35.93022158,64.77009273,199795,"Afghanistan"
"19","Andkhvoy","Andkhvoy",36.93165916,65.10149369,50469,"Afghanistan"
"20","Qalat","Qalat",32.11226341,66.8867594,12191,"Afghanistan"
"21","Ghazni","Ghazni",33.56331179,68.41782873,129892.5,"Afghanistan"
"22","Feyzabad","Feyzabad",37.12976076,70.57924719,52490,"Afghanistan"
"23","Kondoz","Kondoz",36.72795066,68.87252966,210855.5,"Afghanistan"
"24","Jalalabad","Jalalabad",34.44152692,70.43610347,401697,"Afghanistan"
"25","Charikar","Charikar",35.01826174,69.16791215,53676,"Afghanistan"
"26","Gardiz","Gardiz",33.60005373,69.21462764,82680.5,"Afghanistan"
"27","Bamian","Bamian",34.82106447,67.52103593,61863,"Afghanistan"
"28","Baghlan","Baghlan",36.13933026,68.69925858,163598.5,"Afghanistan"
"29","Farah","Farah",32.39172955,62.09681921,58604,"Afghanistan"
"30","Herat","Herat",34.33000917,62.16999304,439232.5,"Afghanistan"
"31","MazareSharif","MazareSharif",36.69999371,67.10002803,365432.5,"Afghanistan"
"32","Kandahar","Kandahar",31.61002016,65.69494584,613871,"Afghanistan"
"33","Kabul","Kabul",34.51669029,69.18326005,3160266,"Afghanistan"
"34","Mariehamn","Mariehamn",60.09699618,19.94900447,10682,"Aland"
"35","Kruje","Kruje",41.51899817,19.79700359,21286,"Albania"
"36","Fier","Fier",40.73000402,19.5730026,69747.5,"Albania"
"37","Lushnje","Lushnje",40.94000113,19.71600348,41469,"Albania"
"38","Puke","Puke",42.03330302,19.88330448,6495,"Albania"
"39","BajramCurri","BajramCurri",42.33330007,20.08330257,7967,"Albania"
"40","Kukes","Kukes",42.08300107,20.43399653,17832,"Albania"
"41","Sarande","Sarande",39.87700212,19.99999859,15147,"Albania"
"42","Erseke","Erseke",40.33330213,20.68329651,7890,"Albania"
"43","Pogradec","Pogradec",40.89999612,20.66400062,35000,"Albania"
"44","Korce","Korce",40.61667601,20.76666353,58259,"Albania"
"45","Berat","Berat",40.70999705,19.97199958,46866,"Albania"
"46","Corovode","Corovode",40.51670403,20.23329663,14046,"Albania"
"47","Gramsh","Gramsh",40.86669601,20.19999652,11556,"Albania"
"48","Librazhd","Librazhd",41.20000211,20.3667036,12691,"Albania"
"49","Tepelene","Tepelene",40.2832981,20.03329854,11955,"Albania"
"50","Permet","Permet",40.23399605,20.35199756,10686,"Albania"
"51","Gjirokaster","Gjirokaster",40.07899809,20.14900256,23437,"Albania"
"52","Peshkopi","Peshkopi",41.6833021,20.43330349,14848,"Albania"
"53","Burrel","Burrel",41.62599908,20.01600053,15405,"Albania"
"54","Lezhe","Lezhe",41.78799914,19.65400254,18695,"Albania"
"55","Rreshen","Rreshen",41.78330106,19.81670459,10064,"Albania"
"56","Vlore","Vlore",40.47736005,19.49823075,89508.5,"Albania"
"57","Elbasan","Elbasan",41.12150677,20.08382808,132956.5,"Albania"
"58","Durres","Durres",41.3177997,19.44820797,132233,"Albania"
"59","Shkoder","Shkoder",42.06845156,19.51884965,122006,"Albania"
"60","Tirana","Tirana",41.32754071,19.81888301,658318,"Albania"
"61","Jijel","Jijel",36.82199703,5.76600356,148000,"Algeria"
"62","TiziOuzou","TiziOuzou",36.80000111,4.033332556,144000,"Algeria"
"63","BordjBouArreridj","BordjBouArreridj",36.05900401,4.629996466,134500,"Algeria"
"64","Msila","Msila",35.7000031,4.545000584,125000,"Algeria"
"65","Guelma","Guelma",36.46600213,7.427997486,123590,"Algeria"
"66","OumelBouaghi","OumelBouaghi",35.84999715,7.149996522,100821,"Algeria"
"67","Timimoun","Timimoun",29.23652163,0.269998737,26568,"Algeria"
"68","SidibelAbbes","SidibelAbbes",35.19034426,-0.639971559,200186.5,"Algeria"
"69","Tlimcen","Tlimcen",34.89041424,-1.32000757,181059,"Algeria"
"70","BeniOunif","BeniOunif",32.04926984,-1.251381268,5628,"Algeria"
"71","Abadla","Abadla",31.01708478,-2.733306317,14364,"Algeria"
"72","Sefra","Sefra",32.76041506,-0.579949383,51118,"Algeria"
"73","Skikda","Skikda",36.88042198,6.899981647,193941.5,"Algeria"
"74","Djanet","Djanet",24.5529057,9.482252969,666,"Algeria"
"75","InAmenas","InAmenas",28.0503408,9.550000772,216,"Algeria"
"76","InAmguel","InAmguel",23.69394004,5.164738727,3030,"Algeria"
"77","ElBayadh","ElBayadh",33.6903583,1.009953571,67413,"Algeria"
"78","ElOued","ElOued",33.37040367,6.859984089,177497,"Algeria"
"79","HassiMessaoud","HassiMessaoud",31.70234011,6.054451862,18124,"Algeria"
"80","Chlef","Chlef",36.17041363,1.319960489,449167,"Algeria"
"81","Mascara","Mascara",35.40040895,0.14003251,108230,"Algeria"
"82","Mostaganem","Mostaganem",35.940376,0.089983885,159177,"Algeria"
"83","Saida","Saida",34.84039146,0.14003251,134855,"Algeria"
"84","Tiarat","Tiarat",35.38043601,1.319960489,184195,"Algeria"
"85","Bejaia","Bejaia",36.76037762,5.070015827,274520,"Algeria"
"86","Blida","Blida",36.4203467,2.829997517,388174,"Algeria"
"87","Bouira","Bouira",36.38047833,3.900009724,110144,"Algeria"
"88","Medea","Medea",36.27040753,2.770001179,145863.5,"Algeria"
"89","SoukAhras","SoukAhras",36.29038047,7.949995075,134947,"Algeria"
"90","Tebessa","Tebessa",35.41043418,8.120010537,171742,"Algeria"
"91","Adrar","Adrar",27.86999005,-0.289967083,56910,"Algeria"
"92","Reggane","Reggane",26.69998395,0.166645873,22351.5,"Algeria"
"93","Bechar","Bechar",31.61110537,-2.230003704,142415.5,"Algeria"
"94","Tindouf","Tindouf",27.67418805,-8.147782025,18270,"Algeria"
"95","Illizi","Illizi",26.48335634,8.466604369,7293,"Algeria"
"96","Arak","Arak",25.2799931,3.749993041,423251,"Algeria"
"97","InSalah","InSalah",27.21664492,2.466608845,28632,"Algeria"
"98","ElGolea","ElGolea",30.56662132,2.883327595,32049,"Algeria"
"99","Laghouat","Laghouat",33.80998924,2.880020303,108279,"Algeria"
"100","Touggourt","Touggourt",33.0999809,6.05998124,91499,"Algeria"
"101","Ouargla","Ouargla",31.96997235,5.340025186,176271,"Algeria"
"102","Biskra","Biskra",34.85997683,5.73002722,202103,"Algeria"
"103","Djelfa","Djelfa",34.67998781,3.250023558,170901,"Algeria"
"104","Setif","Setif",36.18002545,5.399969847,274744,"Algeria"
"105","Batna","Batna",35.56995933,6.170000365,269467,"Algeria"
"106","Annaba","Annaba",36.92000612,7.759980834,355047,"Algeria"
"107","Constantine","Constantine",36.35998863,6.599948281,527638,"Algeria"
"108","Oran","Oran",35.71000246,-0.61997278,721992,"Algeria"
"109","Tamanrasset","Tamanrasset",22.78500327,5.522804727,71808,"Algeria"
"110","Ghardaia","Ghardaia",32.48999229,3.669997923,125480,"Algeria"
"111","Algiers","Algiers",36.7630648,3.05055253,2665831.5,"Algeria"
"112","PagoPago","PagoPago",-14.2766105,-170.7066451,12038,"American Samoa"
"113","Andorra","Andorra",42.50000144,1.516485961,38127,"Andorra"
"114","Mucusso","Mucusso",-18.01953449,21.42999914,100,"Angola"
"115","Lucapa","Lucapa",-8.419603659,20.74001542,25578,"Angola"
"116","CapendaCamulemba","CapendaCamulemba",-9.4195943,18.43002722,79842.5,"Angola"
"117","Saurimo","Saurimo",-9.659579652,20.39001094,40907,"Angola"
"118","Muconda","Muconda",-10.59962563,21.31998002,2324,"Angola"
"119","Cacolo","Cacolo",-10.14962726,19.2600024,984,"Angola"
"120","Caxito","Caxito",-8.579542217,13.65998246,15665.5,"Angola"
"121","Camabatela","Camabatela",-8.189591859,15.37000728,12731,"Angola"
"122","Ndalatando","Ndalatando",-9.299549948,14.90998368,8144,"Angola"
"123","Quibala","Quibala",-10.72959186,14.97995357,5248.5,"Angola"
"124","Calulo","Calulo",-9.999610577,14.90001013,795,"Angola"
"125","WakuKungo","WakuKungo",-11.35952757,15.1199967,11519.5,"Angola"
"126","Songo","Songo",-7.349591452,14.84998734,10579,"Angola"
"127","MbanzaCongo","MbanzaCongo",-6.269605694,14.23999874,42201,"Angola"
"128","Nzeto","Nzeto",-7.229598776,12.86003129,19705.5,"Angola"
"129","Soyo","Soyo",-6.129614239,12.36998368,65329,"Angola"
"130","Cabinda","Cabinda",-5.55962319,12.18999467,78905.5,"Angola"
"131","Calucinga","Calucinga",-11.31958169,16.19998246,531,"Angola"
"132","Camacupa","Camacupa",-12.01959064,17.46998246,19489,"Angola"
"133","Cubal","Cubal",-13.03958006,14.23999874,4837,"Angola"
"134","Mavinga","Mavinga",-15.7895414,20.36003861,30000,"Angola"
"135","CuitoCaunavale","CuitoCaunavale",-15.15960569,19.16998205,149,"Angola"
"136","Luiana","Luiana",-17.36954832,22.99998083,150,"Angola"
"137","Ondjiva","Ondjiva",-17.06961831,15.73003699,8748,"Angola"
"138","Chitado","Chitado",-17.31962889,13.92001827,468.5,"Angola"
"139","Chibemba","Chibemba",-15.74959552,14.0800085,1502,"Angola"
"140","Chibia","Chibia",-15.1896297,13.69000647,1411,"Angola"
"141","Quipungo","Quipungo",-14.82954832,14.55000565,186,"Angola"
"142","Luau","Luau",-10.7095414,22.23000199,9964,"Angola"
"143","Cangamba","Cangamba",-13.69959145,19.86001745,1307,"Angola"
"144","LumbalaNguimbo","LumbalaNguimbo",-14.09961871,21.44002437,25,"Angola"
"145","Cazombo","Cazombo",-11.88957273,22.90003861,298,"Angola"
"146","Dundo","Dundo",-7.380028871,20.82998409,11985,"Angola"
"147","Ambriz","Ambriz",-7.85498696,13.12502803,17000,"Angola"
"148","Dondo","Dondo",-9.690017071,14.43001298,2353,"Angola"
"149","Sumbe","Sumbe",-11.21002765,13.8499967,29638.5,"Angola"
"150","Uige","Uige",-7.620014222,15.04997514,56787.5,"Angola"
"151","Kuito","Kuito",-12.38003375,16.93998897,113955,"Angola"
"152","Lobito","Lobito",-12.37000853,13.54123002,170733,"Angola"
"153","Xangongo","Xangongo",-16.74002602,14.96998002,447,"Angola"
"154","Luena","Luena",-11.79004393,19.90001501,17276.5,"Angola"
"155","Tmbua","Tombua",-15.80003172,11.85998897,40000,"Angola"
"156","Malanje","Malanje",-9.540000388,16.34002559,106451,"Angola"
"157","Benguela","Benguela",-12.57826455,13.40723303,142017,"Angola"
"158","Lubango","Lubango",-14.91000853,13.49001868,114086.5,"Angola"
"159","Namibe","Namibe",-15.19004311,12.16002234,128130.5,"Angola"
"160","Menongue","Menongue",-14.66661253,17.69999426,13030,"Angola"
"161","Huambo","Huambo",-12.74998533,15.76000932,986000,"Angola"
"162","Luanda","Luanda",-8.838286114,13.23442704,3562086,"Angola"
"163","ArtigasBase","ArtigasBase",-62.17388669,-58.86386407,34.5,"Antarctica"
"164","CapitanArturoPratStation","CapitanArturoPratStation",-62.49950682,-59.68331852,41,"Antarctica"
"165","MarambioStation","VicecomodoroMarambioStation",-64.23288939,-56.6500153,102.5,"Antarctica"
"166","ZucchelliStation","TerraNovaBay",-74.61919259,164.2190271,60,"Antarctica"
"167","RotheraStation","RotheraStation",-67.5647756,-68.12354055,76,"Antarctica"
"168","PalmerStation","PalmerStation",-64.76241335,-64.0468756,30.5,"Antarctica"
"169","BasePresidenteMontalva","TenienteRodolfoMarshStation",-62.18274357,-58.90765233,115,"Antarctica"
"170","CarliniStation","TenienteJubanyStation",-62.22414386,-58.65047599,40,"Antarctica"
"171","KingSejongStation","KingSejongStation",-62.2248534,-58.77159876,53.5,"Antarctica"
"172","GreatWallStation","GreatWallStation",-62.21631997,-58.9666956,26,"Antarctica"
"173","EscuderoBase","EscuderoStation",-62.19496251,-58.95266582,20,"Antarctica"
"174","ElephantIsland","ElephantIslandSouthShetlandIslands",-61.99958901,-57.99998458,3,"Antarctica"
"175","ScottBase","ScottBase",-77.84693819,166.7491023,49.5,"Antarctica"
"176","McMurdoStation","McMurdoStation",-77.73228239,166.8694157,600,"Antarctica"
"177","ZhongshanStation","ZhongshanStation",-69.43406299,76.33929808,42.5,"Antarctica"
"178","Vostok","Vostok",-78.46628416,106.8000337,19,"Antarctica"
"179","PeterIIsland","PeterIIsland",-68.83286701,90.49999508,0.5,"Antarctica"
"180","MirnyStation","MirnyStation",-66.57552952,93.00628846,114.5,"Antarctica"
"181","MawsonStation","MawsonStation",-67.61452032,62.87500073,40,"Antarctica"
"182","DavisStation","DavisStation",-68.77767439,78.14073509,45,"Antarctica"
"183","ConcordiaResearchStation","ConcordiaResearchStation",-74.66630939,124.1670357,15,"Antarctica"
"184","CaseyStation","CaseyStation",-66.28608614,110.536214,125,"Antarctica"
"185","AmundsenScottSouthPoleStation","AmundsenScottSouthPoleStation",-89.98289386,139.2669926,125,"Antarctica"
"186","WasaStation","WasaStation",-73.0496122,-13.41671106,5,"Antarctica"
"187","TrollStation","TrollStation",-72.01629026,2.533323119,25.5,"Antarctica"
"188","SveaStation","SveaStation",-74.58290363,-11.21669031,5,"Antarctica"
"189","NovolazarevskayaStation","NovolazarevskayaStation",-71.30123475,-11.8502129,35,"Antarctica"
"190","NeumayerStationIII","Neumayer",-70.89039668,-7.838438004,40,"Antarctica"
"191","MaitriStation","MaitriStation",-70.7821796,11.7304584,33,"Antarctica"
"192","HalleyStation","HalleyStation",-76.09226319,-26.4741567,43,"Antarctica"
"193","BelgranoStation","GeneralBelgranoStation",-77.86632078,-34.61668319,57,"Antarctica"
"194","CampSobral","DoctorSobral",-81.17908472,-40.50153152,20,"Antarctica"
"195","AboaStation","AboaStation",-75.04959349,-13.41671106,15,"Antarctica"
"196","SanMartnStation","SanMartnStation",-68.1163216,-67.0999976,19,"Antarctica"
"197","GenOHigginsStation","GeneralBernadoOHigginsStation",-63.32841823,-57.88959352,30,"Antarctica"
"198","EsperanzaStation","EsperanzaStation",-63.37532865,-57.02590151,152.5,"Antarctica"
"199","OrcadasStation","OrcadasStation",-60.7328963,-44.73330082,29.5,"Antarctica"
"200","SignyResearchStation","SignyIsland",-60.63130815,-45.60070332,4,"Antarctica"
"201","DumontdUrvilleStation","DumontdUrvilleStation",-66.77505091,139.9636836,75,"Antarctica"
"202","ShowaStation","ShowaStation",-69.03039249,39.7460831,50,"Antarctica"
"203","SaintJohns","SaintJohns",17.11803652,-61.85003382,29862.5,"Antigua and Barbuda"
"204","deNoviembre","deNoviembre",-51.65003986,-72.30001612,5300,"Argentina"
"205","GobernadorGregores","GobernadorGregores",-48.76659829,-70.25001205,2519,"Argentina"
"206","ComondanteLuisPiedrabuena","ComondanteLuisPiedrabuena",-49.97454865,-68.90347273,410,"Argentina"
"207","PasoRioMayo","PasoRioMayo",-45.68337563,-70.26657434,1825,"Argentina"
"208","AltoRioSanguer","AltoRioSanguer",-45.03328611,-70.83328394,1548,"Argentina"
"209","ElMaiten","ElMaiten",-42.05000568,-71.16662276,4269,"Argentina"
"210","PuertoMadryn","PuertoMadryn",-42.77001341,-65.04001998,61159,"Argentina"
"211","Trelew","Trelew",-43.25003579,-65.3299506,93128.5,"Argentina"
"212","LasHeras","LasHeras",-32.82503904,-68.80167668,66663,"Argentina"
"213","SanMartin","SanMartin",-33.06998533,-68.49001612,99974,"Argentina"
"214","Uspallata","Uspallata",-32.59311522,-69.34598454,2390,"Argentina"
"215","CutralCo","CutralCo",-38.94001463,-69.24002202,47597,"Argentina"
"216","PuntaAlta","PuntaAlta",-38.87996662,-62.0799681,55969.5,"Argentina"
"217","SanNicolas","SanNicolas",-33.33002114,-60.24000289,117123.5,"Argentina"
"218","Campana","Campana",-34.15999632,-58.95997766,77149.5,"Argentina"
"219","Chacabuco","Chacabuco",-34.65004393,-60.48998763,26645,"Argentina"
"220","Mercedes","Mercedes",-34.66001748,-59.44002588,48408.5,"Argentina"
"221","Lincoln","Lincoln",-34.88000405,-61.53994938,19924,"Argentina"
"222","Chivilcoy","Chivilcoy",-34.89995115,-60.03998926,43719,"Argentina"
"223","VeinticincodeMayo","VeinticincodeMayo",-35.42999632,-60.17998071,18749,"Argentina"
"224","NuevedeJulio","NuevedeJulio",-35.44596434,-60.88998906,26716,"Argentina"
"225","Dolores","Dolores",-36.33004474,-57.68997766,21586.5,"Argentina"
"226","PedroLuro","PedroLuro",-39.48334064,-62.68331629,7100,"Argentina"
"227","TresArroyos","TresArroyos",-38.3699719,-60.26994938,34773.5,"Argentina"
"228","CoronelSuarez","CoronelSuarez",-37.46661619,-61.9166189,20713,"Argentina"
"229","Balcarce","Balcarce",-37.83331216,-58.24999516,18967,"Argentina"
"230","deMayo","deMayo",-37.80003253,-67.68329533,17430,"Argentina"
"231","GeneralRoca","GeneralRoca",-39.01995807,-67.60996647,38578,"Argentina"
"232","Comallo","Comallo",-41.03332355,-70.26657434,741,"Argentina"
"233","IngenieroJacobacci","IngenieroJacobacci",-41.30002562,-69.58330855,5719,"Argentina"
"234","GeneralConesa","GeneralConesa",-40.10004718,-64.43328699,2958,"Argentina"
"235","ChoeleChoel","ChoeleChoel",-39.26660968,-65.68331405,9895.5,"Argentina"
"236","SanFrancisco","SanFrancisco",-31.43003375,-62.08996749,43231,"Argentina"
"237","AltaGracia","AltaGracia",-31.65999388,-64.4299797,30593,"Argentina"
"238","VillaMaria","VillaMaria",-32.41002562,-63.26002527,76701,"Argentina"
"239","BellVille","BellVille",-32.60003986,-62.67995732,29605,"Argentina"
"240","VillaRumipal","VillaRumipal",-32.18332111,-64.48328394,1269,"Argentina"
"241","VillaCarlosPaz","VillaCarlosPaz",-31.42000853,-64.50000126,60256,"Argentina"
"242","Chumbicha","Chumbicha",-28.86662433,-66.23330632,2572,"Argentina"
"243","Tinogasta","Tinogasta",-28.06662148,-67.56658411,587,"Argentina"
"244","AbraPampa","AbraPampa",-22.7166638,-65.6999797,4480,"Argentina"
"245","Humahuaca","Humahuaca",-23.19999347,-65.34994938,11369,"Argentina"
"246","Susques","Susques",-23.41667275,-66.4833169,1093,"Argentina"
"247","Chepes","Chepes",-31.34998696,-66.5999506,6020,"Argentina"
"248","Yacuiba","Yacuiba",-22.03003904,-63.69999841,64811,"Argentina"
"249","Tartagal","Tartagal",-22.55000731,-63.81001754,59996.5,"Argentina"
"250","JoaquinVGonzalez","JoaquinVGonzalez",-25.08334105,-64.18335392,13376,"Argentina"
"251","GeneralGuemes","GeneralGuemes",-24.6666223,-65.04996769,19828,"Argentina"
"252","Trancas","Trancas",-26.21665688,-65.28331262,1599,"Argentina"
"253","PresidenciaRoqueSaenzPena","PresidenciaRoqueSaenzPena",-26.7900069,-60.45001591,75958,"Argentina"
"254","PampadelInfierno","PampadelInfierno",-26.51658689,-61.16658716,2921,"Argentina"
"255","VillaAngela","VillaAngela",-27.58329181,-60.7166663,30051,"Argentina"
"256","IngenieroGuillermoNJuarez","IngenieroGuillermoNJuarez",-23.90000242,-61.84998214,6453,"Argentina"
"257","ComandanteFontana","ComandanteFontana",-25.33329995,-59.68331852,4277,"Argentina"
"258","DoctorPedroPPena","DoctorPedroPPena",-22.47998574,-62.29998051,6143,"Argentina"
"259","SanLorenzo","SanLorenzo",-28.12000324,-58.76998926,25833.5,"Argentina"
"260","Corrientes","Corrientes",-27.48996417,-58.80998682,339945,"Argentina"
"261","ConcepciondelUruguay","ConcepciondelUruguay",-32.47999551,-58.23999577,48275,"Argentina"
"262","Victoria","Victoria",-32.61001341,-60.17998071,20032.5,"Argentina"
"263","Gualeguay","Gualeguay",-33.15003213,-59.34000615,25913,"Argentina"
"264","Parana","Parana",-31.73332273,-60.53334416,226852,"Argentina"
"265","VillaConstitucion","VillaConstitucion",-33.23002724,-60.35002202,30282.5,"Argentina"
"266","Rafaela","Rafaela",-31.25004474,-61.49997766,69649,"Argentina"
"267","Eldorado","Eldorado",-26.20001707,-54.59998539,17365,"Argentina"
"268","Rodeo","Rodeo",-30.21558592,-69.1399506,701,"Argentina"
"269","LasPlumas","LasPlumas",-43.41627887,-67.24998845,605,"Argentina"
"270","Gastre","Gastre",-42.28296303,-69.23330408,557,"Argentina"
"271","Telsen","Telsen",-42.39959674,-66.95000676,493,"Argentina"
"272","Malargue","Malargue",-35.46611815,-69.58330855,11847,"Argentina"
"273","Tunuyan","Tunuyan",-33.56618244,-69.01667647,22834,"Argentina"
"274","LaPaz","LaPaz",-33.46613686,-67.54999597,4400,"Argentina"
"275","ChosMalal","ChosMalal",-37.38295205,-70.26657434,8556,"Argentina"
"276","LasLajas","LasLajas",-38.51626788,-70.36659408,1218,"Argentina"
"277","Zarate","Zarate",-34.08956134,-59.04002446,86192,"Argentina"
"278","Carhue","Carhue",-37.1828609,-62.73331323,7190,"Argentina"
"279","Darregueira","Darregueira",-37.69957355,-63.16659428,3412,"Argentina"
"280","Juarez","Juarez",-37.66551878,-59.80002975,10609,"Argentina"
"281","MardeAjo","MardeAjo",-36.71622272,-56.67660283,13610,"Argentina"
"282","Lobos","Lobos",-35.184895,-59.09467228,18278,"Argentina"
"283","Chascomus","Chascomus",-35.56621539,-58.01662439,21054,"Argentina"
"284","Junin","Junin",-34.58456989,-60.95887374,66141.5,"Argentina"
"285","LaPlata","LaPlata",-34.90961465,-57.95996118,440388.5,"Argentina"
"286","Pergamino","Pergamino",-33.89959878,-60.56998275,71448,"Argentina"
"287","Lujan","Lujan",-34.57960895,-59.10999435,69744.5,"Argentina"
"288","Azul","Azul",-36.7796297,-59.86999964,43407.5,"Argentina"
"289","Villalonga","Villalonga",-39.88285114,-62.58332239,2838,"Argentina"
"290","Victorica","Victorica",-36.21625324,-65.45002079,4458,"Argentina"
"291","GeneralPico","GeneralPico",-35.65959471,-63.77001998,46483,"Argentina"
"292","SanAntonioOeste","SanAntonioOeste",-40.73287677,-64.93328231,8492,"Argentina"
"293","SierraColorado","SierraColorado",-40.58286009,-67.79998071,1522,"Argentina"
"294","RioTercero","RioTercero",-32.1796004,-64.12002446,38049.5,"Argentina"
"295","Belen","Belen",-27.64959267,-67.03328333,11359,"Argentina"
"296","Rinconada","Rinconada",-22.43290851,-66.16659204,6209.5,"Argentina"
"297","SanPedro","SanPedro",-24.21962116,-64.87000452,55249,"Argentina"
"298","LibertadorGeneralSanMartin","LibertadorGeneralSanMartin",-23.81954222,-64.78998356,47559,"Argentina"
"299","Chilecito","Chilecito",-29.16552081,-67.49999903,20343,"Argentina"
"300","Chamical","Chamical",-30.34958291,-66.3166604,8989,"Argentina"
"301","LosBlancos","LosBlancos",-23.59960732,-62.60003972,1145,"Argentina"
"302","Cafayate","Cafayate",-26.08291828,-65.96660425,9478,"Argentina"
"303","Cerrillos","Cerrillos",-24.89963133,-65.48330042,11498,"Argentina"
"304","SanAntoniodelosCobres","SanAntoniodelosCobres",-24.18293089,-66.35001754,4000,"Argentina"
"305","Anatuya","Anatuya",-28.46613198,-62.83330713,14133,"Argentina"
"306","Frias","Frias",-28.64958331,-65.14998743,13594,"Argentina"
"307","MonteQuemado","MonteQuemado",-25.79962807,-62.86658675,11387,"Argentina"
"308","JuanJoseCastelli","JuanJoseCastelli",-25.9495414,-60.61664657,9421,"Argentina"
"309","Charata","Charata",-27.21628579,-61.19999597,18297,"Argentina"
"310","LasLomitas","LasLomitas",-24.69959186,-60.60000676,7683,"Argentina"
"311","Concordia","Concordia",-31.38957111,-58.02998275,132760.5,"Argentina"
"312","Sunchales","Sunchales",-30.93290648,-61.56661442,12655,"Argentina"
"313","SanJusto","SanJusto",-30.78288979,-60.58328943,9607,"Argentina"
"314","Vera","Vera",-29.4661743,-60.21659347,9979,"Argentina"
"315","Reconquista","Reconquista",-29.13952757,-59.65001306,86640.5,"Argentina"
"316","VenadoTuerto","VenadoTuerto",-33.74958209,-61.97000065,52079,"Argentina"
"317","Esquel","Esquel",-42.90003131,-71.31661361,20048,"Argentina"
"318","Zapala","Zapala",-38.90001707,-70.06666406,19152,"Argentina"
"319","Olavarria","Olavarria",-36.90003579,-60.3299974,65059,"Argentina"
"320","Tandil","Tandil",-37.32001015,-59.15004358,84799.5,"Argentina"
"321","Viedma","Viedma",-40.79995278,-63.0000153,54031,"Argentina"
"322","SanLuis","SanLuis",-33.29999713,-66.35001754,308146,"Argentina"
"323","RioCuarto","RioCuarto",-33.13003335,-64.34998458,135959.5,"Argentina"
"324","SanSalvadordeJujuy","SanSalvadordeJujuy",-24.1833443,-65.30002995,258739,"Argentina"
"325","SanRamondelaNuevaOran","SanRamondelaNuevaOran",-23.13999713,-64.32001225,69461.5,"Argentina"
"326","Goya","Goya",-29.13999266,-59.26998458,71274.5,"Argentina"
"327","PuertoSanJulian","PuertoSanJulian",-49.30000242,-67.71665247,2347,"Argentina"
"328","PeritoMoreno","PeritoMoreno",-46.60001219,-70.93335535,3766,"Argentina"
"329","RioGrande","RioGrande",-53.79144552,-67.6989952,31095,"Argentina"
"330","Ushuaia","Ushuaia",-54.79000324,-68.31000126,50483.5,"Argentina"
"331","Sarmiento","Sarmiento",-45.60002155,-69.08331323,5185,"Argentina"
"332","SanRafael","SanRafael",-34.60002114,-68.33333317,79523.5,"Argentina"
"333","Necochea","Necochea",-38.55998615,-58.74999048,70562,"Argentina"
"334","RioColorado","RioColorado",-38.96657632,-64.08328251,11499,"Argentina"
"335","Catamarca","Catamarca",-28.47000771,-65.78000065,162586,"Argentina"
"336","LaRioja","LaRioja",-29.40995034,-66.84996118,147130,"Argentina"
"337","SantiagodelEstero","SantiagodelEstero",-27.78333128,-64.26665633,317549.5,"Argentina"
"338","Resistencia","Resistencia",-27.45999184,-58.99002751,368455.5,"Argentina"
"339","Gualeguaychu","Gualeguaychu",-33.02001422,-58.52000452,55860.5,"Argentina"
"340","ElCalafate","ElCalafate",-50.33332436,-72.30001612,6329,"Argentina"
"341","SanJuan","SanJuan",-31.55002643,-68.51998845,433892,"Argentina"
"342","Rawson","Rawson",-43.3000069,-65.09999048,25062.5,"Argentina"
"343","Neuquen","Neuquen",-38.95003986,-68.05999068,213823.5,"Argentina"
"344","SantaRosa","SantaRosa",-36.6200012,-64.29998763,97693.5,"Argentina"
"345","SanCarlosdeBariloche","SanCarlosdeBariloche",-41.14995726,-71.29999964,91953,"Argentina"
"346","Salta","Salta",-24.78335936,-65.41663782,484646,"Argentina"
"347","Tucumn","SanMigueldeTucuman",-26.81600014,-65.21662419,678803.5,"Argentina"
"348","Formosa","Formosa",-26.17283527,-58.1828158,202272,"Argentina"
"349","SantaFe","SantaFe",-31.62387205,-60.69000126,393504,"Argentina"
"350","Rosario","Rosario",-32.95112954,-60.66630762,1094784.5,"Argentina"
